,Name,Estimate_Score
3667,Candleshoe,3.6019
3668,Guilty by Suspicion,3.6019
3669,Amazing Grace,3.6019
3670,Las Vegas: Season 2,3.6019
3671,La Repetition,3.6019
3672,But Forever in My Mind,3.6019
3673,Surrender Dorothy,3.6019
3674,Strictly Sinatra,3.6019
3675,When Will I Be Loved?,3.6019
3676,A Man Called Hero,3.6019
3677,The Howlin' Wolf Story,3.6019
3678,Wind in the Willows,3.6019
3679,Cops: Bad Girls,3.6019
3680,Aria,3.6019
3681,Bulldog Drummond Escapes/ Bulldog Drummond's Secret Police,3.6019
3682,NFL Films Super Bowl Collection: Super Bowl XXI-XXX,3.6019
3683,The Heroic Duo,3.6019
3684,McHale's Navy,3.6019
3685,Small Soldiers,3.6019
3686,Night Warriors #1: Darkstalker's Revenge: Alpha,3.6019
3687,The Rainmaker,3.6019
3688,Iron Eagle 4: On the Attack,3.6019
3689,Bustin' Loose,3.6019
3690,Bruce Springsteen and The E Street Band: Live in Barcelona,3.6019
3691,The Private Eyes,3.6019
3692,Lady and the Tramp,3.6019
3693,Music From Another Room,3.6019
3694,70 Years of Popeye,3.6019
3695,Malevolent,3.6019
3696,A Saintly Switch,3.6019
3697,Spawn 2,3.6019
3698,Since Otar Left,3.6019
3699,More American Graffiti,3.6019
3700,Khartoum,3.6019
3701,Let's Dance Salsa: Beginning Lessons 2,3.6019
3702,Trouble in Paradise,3.6019
3703,Guide,3.6019
3704,Arthur's Quest,3.6019
3705,Unsolved Mysteries: UFOs,3.6019
3706,Tail Lights Fade,3.6019
3707,Thakshak,3.6019
3708,The Adventures of Jimmy Neutron: Jet Fusion,3.6019
3709,Au Pair Girls,3.6019
3710,Sally of the Sawdust,3.6019
3711,Shriek If You Know What I Did Last Friday the 13th,3.6019
3712,Friday the 13th: Part 7: The New Blood,3.6019
3713,Ayurveda: The Art of Being,3.6019
3714,The Ultimate National Geographic WWII Collection,3.6019
3715,The Edge of the World,3.6019
3716,Bravo Two Zero,3.6019
3717,Dr. No,3.6019
3718,Stomp: Stomp Out Loud,3.6019
3719,Hunted,3.6019
3720,The Reagans,3.6019
3721,Land of the Mammoth,3.6019
3722,Soylent Green,3.6019
3723,Sailor Moon: Vol. 9: The Return of the Doom Tree,3.6019
3724,84 Charing Cross Road,3.6019
3725,Deuces Wild,3.6019
3726,The Prince of Central Park,3.6019
3727,The Turn of the Screw,3.6019
3728,Doctor Zhivago: Bonus Material,3.6019
3729,Agent Red,3.6019
3730,Warm Springs,3.6019
3731,Made,3.6019
3732,Dust,3.6019
3733,Virtual Combat,3.6019
3734,Photon: The Idiot Adventures,3.6019
3735,The House on 92nd Street,3.6019
3736,The 13th Warrior,3.6019
3737,Big Business,3.6019
3738,Bastard out of Carolina,3.6019
3739,The Powerpuff Girls: Meet the Beat-Alls,3.6019
3740,Dragon Inn,3.6019
3741,Dry Cleaning,3.6019
3742,Slashers,3.6019
3743,Blood Dolls,3.6019
3744,Mr. Deeds,3.6019
3745,Homeward Bound: The Incredible Journey,3.6019
3746,Colonel Redl,3.6019
3747,Hush,3.6019
3748,The War Wagon,3.6019
3749,Jaws: The Revenge,3.6019
3750,Time of Favor,3.6019
3751,War of the Shaolin Temple,3.6019
3752,Erasure: Hits! The Videos,3.6019
3753,George Carlin: Carlin on Campus,3.6019
3754,Windwalker,3.6019
3755,Basic,3.6019
3756,Dead in the Water,3.6019
3757,Miles Davis: Live in Montreal,3.6019
3758,Avril Lavigne: My World,3.6019
3759,Pygmalion,3.6019
3760,Airport,3.6019
3761,Tarzan,3.6019
3762,The Farmer's Wife,3.6019
3763,Soldier of Orange,3.6019
3764,The Pride of the Yankees,3.6019
3765,The Outskirts,3.6019
3766,Scorpions: A Savage Crazy World,3.6019
3767,Second Skin,3.6019
3768,By Dawn's Early Light,3.6019
3769,Stolen Kisses,3.6019
3770,Lessons of Darkness,3.6019
3771,A Shot in the Dark,3.6019
3772,The Wiggles: Top of the Tots,3.6019
3773,The Spoilers,3.6019
3774,Therese and Isabelle,3.6019
3775,Never Again,3.6019
3776,Down by Law,3.6019
3777,Ring of Darkness,3.6019
3778,Yessongs: Yes,3.6019
3779,Bloodfist 8: Hard Way Out,3.6019
3780,Revenge of Frankenstein,3.6019
3781,Great Lodges of the National Parks: Glacier Lodges / Pacific Northwest Lodges,3.6019
3782,Harley Davidson and the Marlboro Man,3.6019
3783,Brother,3.6019
3784,The History Channel Presents: Pearl Harbor,3.6019
3785,Kontroll,3.6019
3786,As Good as It Gets,3.6019
3787,Lost in La Mancha,3.6019
3788,Clonus,3.6019
3789,The Bounty,3.6019
3790,Yes: House of Yes: Live from the House of Blues,3.6019
3791,Operation Delta Force 3: Clear Target,3.6019
3792,Black,3.6019
3793,The Ogre,3.6019
3794,Chasing Destiny,3.6019
3795,Prodigal Son,3.6019
3796,Doctor Who: The Dalek Invasion of Earth,3.6019
3797,Chaplin Mutuals: Vol. 1,3.6019
3798,The Nutcracker (Baryshnikov),3.6019
3799,The Cheap Detective,3.6019
3800,Youth of the Beast,3.6019
3801,Balto 2: Wolf Quest,3.6019
3802,Guns N' Roses: Use Your Illusion I,3.6019
3803,Baadshah,3.6019
3804,Juggernaut,3.6019
3805,L.A. Confidential,3.6019
3806,Macross Plus,3.6019
3807,Berkeley in the Sixties,3.6019
3808,Pulse,3.6019
3809,Cadfael: The Raven in the Foregate,3.6019
3810,Bucktown,3.6019
3811,Street Fighter II: Animated Movie,3.6019
3812,Ancient Egyptians,3.6019
3813,I Love Lucy: Season 3,3.6019
3814,Frankenstein,3.6019
3815,Stripes,3.6019
3816,Styx: Return to Paradise,3.6019
3817,The World of Narue,3.6019
3818,Vanishing Point,3.6019
3819,Globe Trekker: Paris,3.6019
3820,Cyrano de Bergerac,3.6019
3821,Hardware Wars,3.6019
3822,The Beverly Hillbillies Vol. 2: 10 Classic Episodes,3.6019
3823,The Twilight Zone: Vol. 35,3.6019
3824,Amar Akbar Anthony,3.6019
3825,Neil Young: In Berlin,3.6019
3826,The Absent-Minded Professor,3.6019
3827,A Kid in Aladdin's Palace,3.6019
3828,Antz,3.6019
3829,Twin Peaks: Fire Walk With Me,3.6019
3830,The Back Lot Murders,3.6019
3831,Lost Souls,3.6019
3832,The Superman Collection (Max Fleischer),3.6019
3833,2009 Lost Memories,3.6019
3834,Michael Jackson: Number Ones,3.6019
3835,Josie and the Pussycats,3.6019
3836,Black & White,3.6019
3837,McKenzie Break,3.6019
3838,Falling in Love Again,3.6019
3839,Men with Guns,3.6019
3840,Beavis and Butt-head Do America,3.6019
3841,Will & Grace: Season 2,3.6019
3842,The Magical Legend of the Leprechauns,3.6019
3843,Sunset Story,3.6019
3844,Legend of Lemnear,3.6019
3845,Quest for the True Cross,3.6019
3846,2 Seconds,3.6019
3847,Lucio Fulci: City of the Living Dead,3.6019
3848,Vaada,3.6019
3849,Sakura Wars,3.6019
3850,Urusei Yatsura Movie 3: Remember My Love,3.6019
3851,Breast Men,3.6019
3852,Divorce American Style,3.6019
3853,A Civil Action,3.6019
3854,Comedy Noir Collection: Beat the Devil / That Uncertain Feeling,3.6019
3855,Shallow Hal,3.6019
3856,Anna Karenina,3.6019
3857,Doobie Brothers: Rockin' Down the Highway: The Wildlife Concert,3.6019
3858,James Cagney Collection: Something to Sing About / Blood on the Sun,3.6019
3859,Radiohead: 7 Television Commercials,3.6019
3860,The Snow Walker,3.6019
3861,Chameli,3.6019
3862,Armitage: Dual-Matrix,3.6019
3863,Anatomy of a Murder,3.6019
3864,A Will of Their Own,3.6019
3865,Sweet Dreams,3.6019
3866,Love and Death on Long Island,3.6019
3867,Cromartie High School,3.6019
3868,Agatha Christie's The Mirror Crack'd,3.6019
3869,Pink Floyd: Atom Heart Mother,3.6019
3870,Iron Maze,3.6019
3871,Tower of Death,3.6019
3872,The Wedding Party,3.6019
3873,Intermedio,3.6019
3874,The Mind of the Married Man: Season 1,3.6019
3875,Manhattan,3.6019
3876,War-Gods of the Deep,3.6019
3877,Destiny of a Man,3.6019
3878,8MM,3.6019
3879,Rocky II,3.6019
3880,The Haunting of Hell House,3.6019
3881,Barbie as Rapunzel,3.6019
3882,Stepmom,3.6019
3883,Mr. Bill's Classics,3.6019
3884,The Lucy Show: The Lost Episodes Marathon: Vol. 1,3.6019
3885,It Started in Naples,3.6019
3886,Shaft,3.6019
3887,Midsomer Murders: Tainted Fruit,3.6019
3888,On the Edge,3.6019
3889,21 Jump Street: Season 3,3.6019
3890,The Grapes of Wrath,3.6019
3891,Saved by the Bell: Season 2,3.6019
3892,Fighter Jets and Attack Aircraft,3.6019
3893,Star Wars: Episode VI: Return of the Jedi,3.6019
3894,Straw Dogs,3.6019
3895,NASCAR: Winston Cup 2003 Year in Review,3.6019
3896,Friday,3.6019
3897,Star!,3.6019
3898,Stories From My Childhood,3.6019
3899,Black Mask 2: City of Masks,3.6019
3900,Walk on the Wild Side,3.6019
3901,Lifeguard,3.6019
3902,Rocky III,3.6019
3903,Inspector Morse 1: The Dead of Jericho,3.6019
3904,Mystery Science Theater 3000: Overdrawn at the Memory Bank,3.6019
3905,W.C. Fields,3.6019
3906,War and Remembrance: Vol. 2,3.6019
3907,Blood Relic,3.6019
3908,Flaming Star,3.6019
3909,Alanis Morissette: Live in the Navajo Nation,3.6019
3910,House of Frankenstein,3.6019
3911,Empires: Peter and Paul and the Christian Revolution,3.6019
3912,To the Shores of Tripoli,3.6019
3913,There's Something About Mary: Special Edition,3.6019
3914,Jeeves and Wooster: Season 4,3.6019
3915,Sands of Iwo Jima,3.6019
3916,The Hidden Fuhrer: Hitler's Sexuality,3.6019
3917,Blue Gate Crossing,3.6019
3918,The Jeffersons: Season 2,3.6019
3919,Chaudhvin Ka Chand,3.6019
3920,Billy Joel: Greatest Hits: Vol. 3: The Video,3.6019
3921,The Tomorrow People: Set 1,3.6019
3922,Mosquito,3.6019
3923,Blue Gender,3.6019
3924,Tying the Knot,3.6019
3925,The Last Siege,3.6019
3926,The Bear,3.6019
3927,A Knight's Tale,3.6019
3928,Stranded,3.6019
3929,Teach Me Tonight,3.6019
3930,Haxan: Witchcraft Through the Ages,3.6019
3931,Heavenly Creatures,3.6019
3932,Silent Mobius: Vol. 3,3.6019
3933,Le Dernier Combat,3.6019
3934,Dragon Ball Z: Kid Buu Saga,3.6019
3935,Robot Jox,3.6019
3936,Britney Spears: In the Zone,3.6019
3937,The Osbournes: Season 2 1/2,3.6019
3938,The Weight of Water,3.6019
3939,Night Flier,3.6019
3940,Submitted for Your Approval: Rod Serling,3.6019
3941,Red Green's: We Can't Help It -- We're Men,3.6019
3942,The Black Hole,3.6019
3943,Luther Vandross: Live at Wembley,3.6019
3944,Harriet the Spy,3.6019
3945,Hercules & Xena: Animated Movie,3.6019
3946,Cuba,3.6019
3947,Silk Stalkings: Season 3,3.6019
3948,Rings,3.6019
3949,Legend of Crystania: The Motion Picture,3.6019
3950,28 Days,3.6019
3951,Saints and Soldiers,3.6019
3952,The Man Without a Past,3.6019
3953,Dean Martin: That's Amore,3.6019
3954,The Exorcist: Restored Version,3.6019
3955,Duck Soup,3.6019
3956,ECW: The Best of Cactus Jack,3.6019
3957,Okie Noodling,3.6019
3958,Werewolf of London,3.6019
3959,Melvin Goes to Dinner,3.6019
3960,Fart: The Movie,3.6019
3961,Love in a Cold Climate,3.6019
3962,The Silence,3.6019
3963,My My Mai,3.6019
3964,Danzig: Archive De La Morte,3.6019
3965,Lisa Lampanelli: The Queen of Mean,3.6019
3966,The Matrix: Reloaded: Bonus Material,3.6019
3967,Good Times: Season 4,3.6019
3968,Cool Runnings,3.6019
3969,Producing Adults,3.6019
3970,Jerry Maguire: Bonus Material,3.6019
3971,Country,3.6019
3972,Psycho II,3.6019
3973,Detective Story,3.6019
3974,Alice Through the Looking Glass,3.6019
3975,Bomb the System,3.6019
3976,Selma Lord Selma,3.6019
3977,Stargate SG-1: Season 6,3.6019
3978,Daddy Day Care,3.6019
3979,Sins of the Sisters,3.6019
3980,The Ealing Comedy Collection: Whisky Galore,3.6019
3981,Bushwhacked,3.6019
3982,Ramones: Raw,3.6019
3983,Since You've Been Gone,3.6019
3984,Harold and the Purple Crayon: The Complete Series,3.6019
3985,WWE: The Self-Destruction of the Ultimate Warrior,3.6019
3986,My Flesh and Blood,3.6019
3987,Very Bad Things,3.6019
3988,Family Plot,3.6019
3989,The Serpent's Kiss,3.6019
3990,Ghost Dad,3.6019
3991,Death Wish 5: The Face of Death,3.6019
3992,Britney Spears: Greatest Hits: My Prerogative,3.6019
3993,Stripperella: Season 1 (Uncensored),3.6019
3994,Bittersweet,3.6019
3995,Angels in America,3.6019
3996,CQ,3.6019
3997,The Tempest,3.6019
3998,Lynyrd Skynyrd: Lyve from Steel Town,3.6019
3999,Comedy's Dirtiest Dozen / Heavyweights Of Comedy,3.6019
4000,Star Trek II: The Wrath of Khan,3.6019
4001,RPM,3.6019
4002,Institute Benjamenta,3.6019
4003,Hello Again,3.6019
4004,Holiday Heart,3.6019
4005,Greedy,3.6019
4006,Tom and Jerry's Greatest Chases,3.6019
4007,The Order,3.6019
4008,Metropolis,3.6019
4009,Z,3.6019
4010,The Journey of August King,3.6019
4011,Key West: City of Colors,3.6019
4012,Queen: Live at Wembley Stadium,3.6019
4013,The Shell Seekers,3.6019
4014,Charlie's Angels: Season 1,3.6019
4015,Watchers / Watchers II: Double Feature,3.6019
4016,Hannibal: Bonus Material,3.6019
4017,For Roseanna,3.6019
4018,Diabolique,3.6019
4019,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3.6019
4020,Miss Julie,3.6019
4021,Married... with Children: Season 4,3.6019
4022,Chris Rock: Never Scared,3.6019
4023,Swing Shift,3.6019
4024,Lionheart,3.6019
4025,Lady Audley's Secret,3.6019
4026,Stay Tuned,3.6019
4027,Cat People,3.6019
4028,Raiders of the Lost Ark,3.6019
4029,After the Thin Man,3.6019
4030,Little Miss Marker,3.6019
4031,Peggy Sue Got Married,3.6019
4032,Who's Harry Crumb?,3.6019
4033,Lamb of God: Killadelphia,3.6019
4034,Faerie Tale Theatre: The Tale of the Frog Prince,3.6019
4035,Copenhagen,3.6019
4036,Twister,3.6019
4037,Bear in the Big Blue House: Party Time With Bear!,3.6019
4038,Murder on a Sunday Morning,3.6019
4039,Saturday Night Live: The Best of Adam Sandler,3.6019
4040,Foxfire,3.6019
4041,After Hours,3.6019
4042,Tender Mercies,3.6019
4043,The Five Heartbeats,3.6019
4044,Festival in Cannes,3.6019
4045,A Panther in Africa: POV,3.6019
4046,Waking Life,3.6019
4047,Cat Chaser,3.6019
4048,The Big O II,3.6019
4049,The Girl in the Cafe,3.6019
4050,Malevolence,3.6019
4051,Mighty Morphin Power Rangers: The Movie,3.6019
4052,Oh God! You Devil!,3.6019
4053,The Show,3.6019
4054,Breeders,3.6019
4055,Dr. Jekyll and Ms. Hyde,3.6019
4056,Chef!: Series 2,3.6019
4057,The Three Stooges: Dizzy Doctors,3.6019
4058,Charlie Chan and the Curse of the Dragon Queen,3.6019
4059,Ninja Scroll,3.6019
4060,Typhoid Mary: The Most Dangerous Woman in America: Nova,3.6019
4061,Target Earth,3.6019
4062,Two Brothers,3.6019
4063,Sharaabi,3.6019
4064,All My Loved Ones,3.6019
4065,The Backyard,3.6019
4066,Cadfael: The Pilgrim of Hate,3.6019
4067,T-Rex: Born to Boogie: Special Edition,3.6019
4068,Flesh and Bone,3.6019
4069,Mr. Deeds Goes to Town,3.6019
4070,Zus & Zo,3.6019
4071,Jimmy Doolittle: An American Hero,3.6019
4072,Clerks: Uncensored,3.6019
4073,Soccer Dog,3.6019
4074,As Time Goes By: Series 4,3.6019
4075,Tokyo Eyes,3.6019
4076,Inspector Morse 20: Promised Land,3.6019
4077,Time Lapse,3.6019
4078,Angela's Ashes,3.6019
4079,Dawson's Creek: Season 4,3.6019
4080,Last Days,3.6019
4081,Love in the Time of Money,3.6019
4082,Room Service / At the Circus,3.6019
4083,Above the Rim,3.6019
4084,Soul Plane,3.6019
4085,Mother,3.6019
4086,The Three Amigos,3.6019
4087,The Young Master,3.6019
4088,The Big Easy,3.6019
4089,Leslie Sansone: Deluxe Walk,3.6019
4090,Balzac: A Life of Passion,3.6019
4091,New Rose Hotel,3.6019
4092,Major League II,3.6019
4093,The Outlaw,3.6019
4094,Sons of Katie Elder,3.6019
4095,As Time Goes By: Series 5,3.6019
4096,The Wiggles: Whoo Hoo! Wiggly Gremlins!,3.6019
4097,De-Lovely,3.6019
4098,The Long Ships,3.6019
4099,The Electric Horseman,3.6019
4100,Reconstruction: The Second Civil War: American Experience,3.6019
4101,Easy Money,3.6019
4102,Godzilla: The Series: Monster Wars Trilogy,3.6019
4103,The Nameless,3.6019
4104,Cinderella,3.6019
4105,Gas Food Lodging,3.6019
4106,Oliver!,3.6019
4107,Everything Relative,3.6019
4108,Flirting with Disaster,3.6019
4109,Dolphins: The Ultimate Guide,3.6019
4110,The Titanic (Documentary),3.6019
4111,Directors: Clint Eastwood,3.6019
4112,Hard as Nails,3.6019
4113,Andrew Dice Clay: No Apologies,3.6019
4114,Smallville: Season 3,3.6019
4115,Dai-Guard,3.6019
4116,Transformers: Season 2: Part I,3.6019
4117,Nina's Tragedies,3.6019
4118,Six Feet Under: Season 2,3.6019
4119,The Lords of Flatbush,3.6019
4120,Gumby,3.6019
4121,Jem & The Holograms: Season 3: Part 1,3.6019
4122,Perceval,3.6019
4123,The Convent,3.6019
4124,Michael Palin: Himalaya,3.6019
4125,Prime Suspect 6,3.6019
4126,In Love and War,3.6019
4127,Superman the Animated Series: Vol. 1,3.6019
4128,Deathbed,3.6019
4129,WWE: John Cena: Word Life,3.6019
4130,The Snake Pit,3.6019
4131,Indecent Proposal,3.6019
4132,Case Closed: Season 4,3.6019
4133,The Hiding Place,3.6019
4134,Balance Ball for Weight Loss,3.6019
4135,Honkytonk Man,3.6019
4136,Three Musketeers (Animated),3.6019
4137,Michael W. Smith: Live in Concert: A 20 Year Celebration,3.6019
4138,Happy Accidents,3.6019
4139,The Aviator,3.6019
4140,Blood Angels,3.6019
4141,America's Most Haunted Inns,3.6019
4142,The Fifth Element,3.6019
4143,Hades Project: Zeorymer,3.6019
4144,John Waters Collection: Extras,3.6019
4145,See How They Run,3.6019
4146,Star Wars: Episode I: The Phantom Menace,3.6019
4147,Moon 44,3.6019
4148,Fat Man and Little Boy,3.6019
4149,Heat,3.6019
4150,National Geographic: Egypt Eternal: The Quest for Lost Tombs,3.6019
4151,Lynyrd Skynyrd Lyve: The Vicious Cycle Tour,3.6019
4152,Innocence,3.6019
4153,Silent Mobius: Vol. 1,3.6019
4154,Love on the Rocks,3.6019
4155,Babel II: Perfect Collection,3.6019
4156,Wild Australia: The Edge: IMAX,3.6019
4157,Wolfhound,3.6019
4158,Dr. Jekyll and Mr. Hyde,3.6019
4159,China Moon,3.6019
4160,Airheads,3.6019
4161,Just Shoot Me: Seasons 1 & 2,3.6019
4162,Winchester '73,3.6019
4163,House Party 2,3.6019
4164,The Barber of Seville: Rossini: Netherlands Opera,3.6019
4165,Darby O'Gill and the Little People,3.6019
4166,Dreamers,3.6019
4167,The Buried Secrets of M. Night Shyamalan,3.6019
4168,Discovering France,3.6019
4169,Sometimes in April,3.6019
4170,My Baby's Daddy,3.6019
4171,Degree of Guilt,3.6019
4172,Dallas: Season 3,3.6019
4173,National Lampoon's Senior Trip,3.6019
4174,SpongeBob SquarePants: Tales From the Deep,3.6019
4175,Duran Duran: Arena,3.6019
4176,Wild Things 2,3.6019
4177,Unforgivable Blackness: The Rise and Fall of Jack Johnson,3.6019
4178,Such a Long Journey,3.6019
4179,The Dead Sea Scrolls,3.6019
4180,Never So Few,3.6019
4181,Indigo,3.6019
4182,Chat Room,3.6019
4183,Battle of the X-Planes: Nova,3.6019
4184,The Ranch,3.6019
4185,Laurel & Hardy: Flying Deuces/Utopia,3.6019
4186,Lola & Billy the Kid,3.6019
4187,Subzero,3.6019
4188,Serving Sara,3.6019
4189,Restless Souls,3.6019
4190,Our Town,3.6019
4191,Return to Snowy River,3.6019
4192,The 6th Day,3.6019
4193,Battlestar Galactica: Season 1,3.6019
4194,Miracles: The Complete Series,3.6019
4195,Campion: Dancers in Mourning,3.6019
4196,Fairly Oddparents: Scary Godparents,3.6019
4197,Occult History of the 3rd Reich #2: The SS Blood & Soil,3.6019
4198,Dirty Filthy Love,3.6019
4199,Curse of the Komodo,3.6019
4200,MTV Unplugged: Ballads,3.6019
4201,Lawman,3.6019
4202,Friends: Season 9,3.6019
4203,Rub & Tug,3.6019
4204,The Man Who Knew Too Little,3.6019
4205,Melissa Etheridge: Live ... and Alone,3.6019
4206,Saturday Night Live: The Best of Will Ferrell,3.6019
4207,American Legends,3.6019
4208,Dangerous Living,3.6019
4209,Jackie Chan's First Strike,3.6019
4210,Flashdance,3.6019
4211,The Last Don,3.6019
4212,The Naked Kiss,3.6019
4213,The Science of Magic,3.6019
4214,Key Largo,3.6019
4215,Heavy,3.6019
4216,Carman: The Champion,3.6019
4217,Wes Craven Presents: Don't Look Down,3.6019
4218,Monsieur Verdoux,3.6019
4219,Die Hard,3.6019
4220,Common Ground,3.6019
4221,Monty Python Live!,3.6019
4222,Titanic,3.6019
4223,Daybreak,3.6019
4224,Seven Days in May,3.6019
4225,In Hell,3.6019
4226,Better Than Chocolate,3.6019
4227,The Organization,3.6019
4228,Ice Age: Bonus Material,3.6019
4229,Smokey Robinson: The Greatest Hits Live,3.6019
4230,Aloha Scooby-Doo!,3.6019
4231,Human Resources,3.6019
4232,Into Thin Air: Death on Everest,3.6019
4233,David Bowie: A Reality Tour,3.6019
4234,Fathers' Day,3.6019
4235,Bloodsport 4,3.6019
4236,The Hillz,3.6019
4237,We'll Meet Again,3.6019
4238,Doctor Who: Remembrance of the Daleks,3.6019
4239,Wishmaster 4: The Prophecy Fulfilled,3.6019
4240,All Night Long,3.6019
4241,The Animatrix,3.6019
4242,Crime & Punishment: The Complete Miniseries,3.6019
4243,Tell Them Who You Are,3.6019
4244,Something Wicked This Way Comes,3.6019
4245,The Story of Marie and Julien,3.6019
4246,Dentist 2: Brace Yourself,3.6019
4247,Stanley: Spring Fever,3.6019
4248,Superman Cartoons,3.6019
4249,Everyday People,3.6019
4250,VeggieTales: Minnesota Cuke,3.6019
4251,Tenchi Universe,3.6019
4252,Madeline's Best Manners,3.6019
4253,8 Heads in a Duffel Bag,3.6019
4254,Sorrowful Jones / The Paleface: Double Feature,3.6019
4255,Maximum Overdrive,3.6019
4256,The Barber,3.6019
4257,Buffy the Vampire Slayer: Season 1,3.6019
4258,Working with Orson Welles,3.6019
4259,Comedy Club Superstars,3.6019
4260,It Happened Here,3.6019
4261,The Runaway,3.6019
4262,If I Die Before I Wake,3.6019
4263,The Three Lives of Thomasina,3.6019
4264,Heaven Can Wait,3.6019
4265,Knight Rider: Season 2,3.6019
4266,Brother to Brother,3.6019
4267,Monster-in-Law,3.6019
4268,Night of the Living Dead,3.6019
4269,My Favorite Blonde / Star Spangled Rhythm,3.6019
4270,The House of Exorcism,3.6019
4271,Hot Shots!,3.6019
4272,Audition,3.6019
4273,Miller's Crossing,3.6019
4274,Pootie Tang,3.6019
4275,The Big Empty,3.6019
4276,Zero Woman: Assassin Lovers,3.6019
4277,Little Dieter Needs to Fly,3.6019
4278,The Lost Empire,3.6019
4279,Miami Blues,3.6019
4280,Chilly Dogs,3.6019
4281,David Searching,3.6019
4282,Bridge of Dragons,3.6019
4283,4 Dogs Playing Poker,3.6019
4284,Doctor Who: The Ark in Space,3.6019
4285,The Super Ninja,3.6019
4286,Ocean Oasis: IMAX,3.6019
4287,This So-Called Disaster,3.6019
4288,The Brotherhood of Satan,3.6019
4289,Starforce,3.6019
4290,The Boost,3.6019
4291,Robot Monster,3.6019
4292,The Journey of Jared Price,3.6019
4293,Vive L'Amour,3.6019
4294,Paint Your Wagon,3.6019
4295,Super Atragon,3.6019
4296,Survival: Learn to Become a Survivor in the Wild,3.6019
4297,Doctor Who: The Mind Robber,3.6019
4298,An Everlasting Piece,3.6019
4299,From the Edge of the City,3.6019
4300,Alone,3.6019
4301,Lost in America,3.6019
4302,Harry Potter and the Chamber of Secrets,3.6019
4303,As Time Goes By: Series 9,3.6019
4304,Who'll Stop The Rain,3.6019
4305,Lone Star State of Mind,3.6019
4306,To Play or to Die,3.6019
4307,Formula One Review 2004,3.6019
4308,The Fabulous Story of the Cuban Cigar,3.6019
4309,Edie and Pen,3.6019
4310,Moving Target,3.6019
4311,Longshot,3.6019
4312,George Carlin: On Location With George Carlin,3.6019
4313,Sgt. Bilko,3.6019
4314,Unstoppable,3.6019
4315,Doug Stanhope: Deadbeat Hero,3.6019
4316,Teaserama,3.6019
4317,Quiz Show,3.6019
4318,Princess of Thieves,3.6019
4319,Black Beauty,3.6019
4320,The Work of Director Michel Gondry,3.6019
4321,The Young Poisoner's Handbook,3.6019
4322,The Story of Adele H.,3.6019
4323,RFK: American Experience,3.6019
4324,Kickboxer 3 / Kickboxer 4: Double Feature,3.6019
4325,Ask This Old House: Season 1,3.6019
4326,Heartburn,3.6019
4327,Airplane!,3.6019
4328,The Chronicles of Riddick: Dark Fury,3.6019
4329,The Quiet American,3.6019
4330,The Thirteenth Floor,3.6019
4331,Clifford: Team Clifford and Rock N' Roll Clifford,3.6019
4332,Day for Night,3.6019
4333,MTV: The Real World You Never Saw: Chicago,3.6019
4334,King of New York: Special Edition (Widescreen),3.6019
4335,Preaching to the Perverted,3.6019
4336,Love and a Bullet,3.6019
4337,The Holy Child,3.6019
4338,Home Alone 4: Taking Back the House,3.6019
4339,Little Women,3.6019
4340,Doctor Detroit,3.6019
4341,Outrage,3.6019
4342,Strawberry Shortcake: Adventures on Ice Cream Island,3.6019
4343,At Home with the Braithwaites: Series 2,3.6019
4344,The Blue Lagoon,3.6019
4345,Once Around,3.6019
4346,The Wiggles: Sailing Around the World,3.6019
4347,Wodehouse Playhouse: Series 1,3.6019
4348,Sister My Sister,3.6019
4349,A League of Their Own,3.6019
4350,A Perfect Circle: Amotion,3.6019
4351,Sesame Street: Fiesta!,3.6019
4352,Newsbreak,3.6019
4353,Sex in Chains,3.6019
4354,The Stepford Wives,3.6019
4355,Staying Alive,3.6019
4356,He Knows You're Alone,3.6019
4357,Burned Bridge,3.6019
4358,Peter Pan,3.6019
4359,Butterflies: Series 1,3.6019
4360,The Miles Davis Story,3.6019
4361,Blind Horizon,3.6019
4362,Penn & Teller: Bullsh*t!: Season 1,3.6019
4363,Joggers' Park,3.6019
4364,H.H. Holmes: America's First Serial Killer,3.6019
4365,Computer Animation Extravaganza,3.6019
4366,Lizzie McGuire,3.6019
4367,Dennis Miller: The Raw Feed,3.6019
4368,Die Hard 2: Die Harder: Bonus Material,3.6019
4369,Modesty Blaise,3.6019
4370,Basket Case 3: Progeny,3.6019
4371,An Extremely Goofy Movie,3.6019
4372,The Merchant of Four Seasons,3.6019
4373,The Dick Van Dyke Show: Season 5,3.6019
4374,Popeye 75th Anniversary Collector's Edition,3.6019
4375,Deranged / Motel Hell (Double Feature),3.6019
4376,The Big Knife,3.6019
4377,Andre the Giant,3.6019
4378,The Iron Giant: Special Edition,3.6019
4379,Puni Puni Poemy,3.6019
4380,Suicide Girls: The First Tour,3.6019
4381,9 Souls,3.6019
4382,Boy Meets World: Season 3,3.6019
4383,Babylon 5: Season 1,3.6019
4384,Uprising: Bonus Material,3.6019
4385,Rugrats All Grown Up: Interview with a Campfire,3.6019
4386,'Allo 'Allo!: Series 2,3.6019
4387,Trial and Error,3.6019
4388,Follow the Stars Home,3.6019
4389,Mortal Thoughts,3.6019
4390,Femme Fatale,3.6019
4391,Head Over Heels,3.6019
4392,Alfred Hitchcock: Sabotage and The Lodger,3.6019
4393,Nightfall,3.6019
