,Unnamed: 0,Cust_Id,Rating,Movie_Id
52834780,9525,921345,2,9617
37865346,57,717555,3,6728
41192377,2929,654938,4,7270
89926952,4156,1943174,3,15991
70926534,26373,714866,5,12870
46320950,64184,648238,5,8327
53885244,7262,597479,4,9800
98398791,115503,1028195,4,17355
276553,14350,1208059,5,58
76050292,9465,1570883,4,13763
80767136,131129,1376538,3,14538
38747695,5831,1913696,4,6874
13633170,793,1067304,5,2603
39317760,66992,1736599,3,6972
74960447,47114,720666,3,13580
66659783,2775,234949,3,12171
13206547,3177,1596074,3,2499
99647919,119,387418,3,17568
4703075,1654,1487731,3,937
28671205,75281,1979443,5,5293
98519057,10167,2143903,3,17387
85669592,61704,746551,3,15205
24753028,81131,1024627,3,4640
1449721,72808,455428,5,299
1121057,34,173183,4,257
43893755,91408,608745,4,7745
18636260,1184,1896064,2,3579
37530349,34292,193471,1,6692
42736361,33154,2605672,4,7586
83763030,723,2475622,3,14955
50877660,26173,1887828,4,9189
86552989,17969,2589669,3,15394
99864302,27268,2604897,1,17622
82538524,1366,2291306,5,14719
28707444,1909,1463595,4,5299
25109105,56651,1897824,4,4670
42074589,21158,1723550,3,7430
44516701,180,157631,4,7887
8266505,10987,1767422,3,1650
91746334,8086,461590,1,16302
88140196,30008,2645143,3,15671
41525824,8862,2287072,3,7336
48355548,16419,1544065,3,8717
56510346,24915,710736,3,10358
66033460,38162,1711975,4,12084
67050347,119225,1184738,4,12232
45655953,11,1068777,1,8162
63395864,508,575584,5,11522
60450453,82558,885733,4,11077
46515588,14578,1402708,3,8357
3927962,34443,284660,5,758
76383936,25995,2468281,3,13827
85037804,3117,1071856,5,15124
45560450,1218,2276322,4,8136
10787161,81836,275509,2,2112
31464397,636,1750434,4,5760
47468323,9050,476512,3,8569
92990946,564,2537764,2,16465
89967417,3027,2218129,4,16002
32379703,4604,2042206,1,5894
6411761,22341,848174,5,1255
48550608,6364,249946,3,8764
77424203,27028,1714256,5,14103
91609655,931,1659379,4,16278
34192784,19844,1753242,2,6166
82301835,19436,932047,3,14702
43913391,641,525903,2,7751
44803788,66298,2156777,4,7937
80381191,70891,2595254,5,14482
51609869,132485,1105067,1,9340
18070564,7919,1285230,2,3434
21944337,22366,832928,3,4135
88572012,112990,965381,3,15755
76032116,57356,1483838,3,13748
14442469,82114,270708,3,2782
81906052,538,1409935,3,14661
88549948,90926,2608393,3,15755
21857609,73592,433582,5,4123
9547436,107869,1561126,5,1865
40609643,12256,1285621,1,7208
37477290,10274,2090477,3,6687
71208252,371,62399,4,12911
33445222,133746,455550,4,6037
18460339,11127,585766,3,3535
47744227,24263,1068435,5,8619
45920653,874,539110,4,8224
62589121,3106,1830198,4,11347
46290637,33871,1265879,4,8327
78364648,1832,499926,4,14240
17846730,166,103619,4,3419
78872472,52108,615510,5,14312
79174931,591,1486501,5,14323
83914337,3993,795265,5,14968
83650596,4206,1723770,3,14940
27027769,3275,1878839,3,5005
100437176,34113,13141,4,17764
17491944,2114,566927,4,3364
58334277,120,70976,1,10729
44036435,48084,1700687,4,7767
75073008,17463,2442568,5,13593
67869552,480,986049,3,12334
46248798,7247,1597178,4,8325
24382164,47933,2059197,3,4577
20421079,23734,851144,4,3875
95729585,2027,2020033,3,16967
28634053,38129,1126328,5,5293
82615548,64760,1263695,5,14725
38993935,29648,1308730,5,6931
39672212,37975,47150,5,6994
23111666,56851,1938420,5,4345
29379615,3614,1609441,5,5368
8702778,2174,1882935,4,1744
32682301,1326,1591925,2,5930
89838706,11700,1953713,3,15956
30246461,15438,1141044,3,5528
99097990,68554,1264314,4,17479
71615900,9376,284370,4,12966
32448294,7150,716649,4,5908
6716169,85276,2206952,1,1307
37859151,461,402325,3,6722
78551025,5731,1963420,4,14253
9379282,3944,1216299,3,1853
83174864,13542,97234,5,14858
35206495,93244,351774,4,6287
4642946,506,906817,5,900
43142257,88099,1712490,4,7624
58181154,926,2040847,4,10657
66336527,1339,586861,4,12145
94649550,43188,522160,3,16792
76561614,5033,2011812,5,13865
75972621,216,1869082,3,13743
42986961,81752,2086129,4,7617
99857323,20289,2379262,1,17622
26801350,9825,1030913,3,4977
85250392,215705,617277,1,15124
289180,1875,1835080,5,76
67770636,88877,1278670,5,12317
28320947,65174,1584211,5,5226
33198782,80725,2608372,5,6029
68882062,17405,673001,5,12494
58977582,16477,1020238,4,10832
16628611,1640,1323979,3,3225
86897261,12811,1777981,4,15436
50636768,21667,2313266,3,9144
58967859,6754,2331813,4,10832
83932055,5649,673382,2,14970
47137350,4057,1604201,5,8468
61155299,53189,1309785,4,11165
89970963,6573,1708329,2,16002
50785193,12768,380629,4,9188
45529054,2895,1997156,4,8123
7611663,11431,290508,3,1542
29049894,73747,2512486,5,5318
48485032,10762,1961161,5,8744
22045052,12307,540327,3,4149
70056842,31928,603132,4,12690
4897083,41496,139327,4,985
39207576,83624,758757,3,6971
17063646,21234,417597,5,3290
44743897,6407,2266166,1,7937
70370614,1089,1512733,5,12770
90445961,20715,2345340,3,16113
96528133,64645,40088,5,17129
28321451,493,1862867,3,5227
9736193,49014,1906808,4,1905
95863477,93,1253337,4,16987
49655786,13631,1282414,1,8928
44161522,11773,2087420,5,7786
55845148,569,2014138,4,10190
31710452,48050,1469603,5,5787
95867983,1800,465762,3,16992
78473834,111018,295978,5,14240
52583628,35476,1978244,2,9591
63980580,26405,290466,5,11673
99368794,24486,41903,5,17526
25374425,42660,1685961,4,4705
96230169,1408,962019,3,17079
75800254,3253,1281191,3,13726
6160498,52212,55339,4,1202
36986828,57918,2209269,2,6555
13704614,65205,1438214,3,2612
4834147,34859,1426922,3,963
33779364,32397,1328028,3,6099
99488300,871,1066279,4,17557
86672220,33191,550128,3,15409
24636519,19825,1712616,3,4633
4348430,2241,1899671,3,840
68677368,23945,1241855,5,12471
36560868,26375,1515249,3,6482
35681810,66900,887393,4,6350
67249725,251,2171158,5,12262
27527234,52743,2204405,4,5085
44290759,11416,2269524,5,7828
49851327,9986,1335295,5,8981
56334310,5580,681217,3,10281
4617379,19303,2169590,4,896
55314308,417,2156241,3,10123
11004575,1868,2191675,4,2137
25934765,958,1360750,5,4830
99321777,14893,2206623,2,17513
82476499,15794,2102014,3,14718
86899058,14608,1347916,3,15436
63933885,52875,825554,3,11663
81744217,1395,1134418,3,14646
42526623,17974,2068698,4,7523
58553164,7621,443865,5,10748
950466,2482,833773,4,213
23632782,459,2429925,5,4427
54024778,2659,609239,5,9828
43694445,13950,996461,2,7706
39065765,6053,517977,5,6942
26250336,23456,1757577,3,4883
65433326,30820,1462432,5,11999
33897295,36118,1166535,5,6117
83736873,22463,1858189,4,14953
23853187,13233,682598,4,4472
55717313,10850,1218751,2,10170
20571320,3026,1030733,5,3905
24042388,168,661571,3,4495
17035548,10566,1509371,3,3285
60897007,47129,1821568,3,11149
47877634,57747,378229,4,8636
60693383,4498,1629418,4,11110
46911505,1159,1139145,3,8400
45817698,72203,414427,5,8181
29939368,20493,167410,3,5496
92451297,49627,966537,5,16384
59029512,8077,1108131,2,10835
91172945,34091,183066,4,16236
89479638,7372,1979083,2,15894
42383778,72528,1727167,4,7511
15759150,6291,1761657,1,3079
78057963,34781,2062640,1,14198
12281861,82240,369800,5,2372
60617853,113731,1723570,4,11089
98200725,30815,1414561,4,17339
80469142,4476,2528840,1,14507
87552882,683,1679741,4,15557
40989168,140787,174184,4,7234
49557718,4818,744412,1,8911
64192704,31430,551698,4,11696
65792757,2141,133541,5,12054
98558242,49352,948801,4,17387
4731452,5999,1170030,4,940
14736386,169,406841,2,2858
91644911,1768,1539288,5,16285
58955656,1705,1731102,5,10830
53433482,39021,605803,4,9728
58065206,5825,311291,5,10625
925317,27070,638130,5,199
65518835,2816,708152,5,12015
93180965,12133,1823649,1,16516
63413157,5658,2264796,3,11525
30389041,5596,1734032,4,5561
98898642,61877,1308339,4,17441
71806723,4796,943965,3,12997
37788735,29676,2288028,3,6720
66159395,312,735710,5,12091
61817347,34513,1660605,5,11265
42897072,16569,1237971,4,7613
4388456,18331,1885362,4,851
73823606,7697,1054564,3,13392
19079884,355,986993,3,3625
47246481,17480,838652,4,8512
14671885,194,1729821,3,2827
29305163,19242,2165038,3,5360
32971116,48776,1981147,5,5991
97842691,98722,743911,5,17308
86473281,44472,102529,4,15393
86206258,27297,1241676,4,15342
77501964,104789,262343,5,14103
41013441,8318,1169634,5,7237
35862040,37476,181031,3,6386
48777985,119612,1281186,3,8782
98745033,538,1364201,1,17425
94937247,43607,2307238,4,16872
50358196,3575,1401498,3,9087
13944046,17905,2004404,1,2675
57139275,3317,1165236,2,10423
12797064,52926,2318684,2,2452
48754240,95867,1758525,1,8782
88483704,24682,2638288,4,15755
60420822,52927,2093374,3,11077
89047019,24884,2097068,5,15818
34447383,49119,2610660,4,6205
13692798,53389,1525316,3,2612
42426007,40844,541838,5,7513
66690191,23739,1104006,4,12172
83257831,55110,706848,5,14869
99273150,18035,1513841,4,17508
44535842,4179,2594237,5,7895
20827497,56981,814150,4,3925
89230471,6011,1830265,4,15846
11243742,5023,933167,3,2161
45287139,23821,756793,5,8079
18897022,5460,1136985,3,3612
83462032,63621,1331382,4,14909
61674901,12518,601317,5,11227
52532440,4292,930697,4,9578
27961552,5368,1257939,4,5169
53586304,28674,496658,4,9756
81748135,5313,754567,3,14646
85736629,128741,1665930,3,15205
20613270,44976,1963815,3,3905
25965390,14401,1730980,4,4833
7531225,27377,926173,4,1509
32244366,76395,30893,2,5862
149390,56592,1809447,2,30
75228983,61674,1524551,3,13614
62024800,30866,454001,5,11283
2368573,2120,1771677,4,456
42675801,3647,1033845,3,7566
9463446,23879,1499253,2,1865
65484155,8135,1428844,4,12011
93655987,3188,170539,4,16606
16850238,2681,2383871,4,3269
55550522,40403,2339345,3,10158
67160810,13994,238368,4,12244
34323231,33721,1365259,4,6196
17151100,1888,222832,4,3312
41177744,1234,394895,4,7257
3506615,4353,2480782,3,668
9994452,8800,2271716,5,1962
42855773,5796,2019114,5,7605
92728816,44598,2167940,5,16415
57390012,50715,339592,2,10451
83915344,5000,2114400,5,14968
24414404,80173,2569204,4,4577
15004407,5056,110260,2,2876
64710388,68121,963711,5,11812
6289717,86150,1640554,2,1220
75217196,49887,2119505,3,13614
34651530,20825,1595967,2,6221
27165485,16015,2088794,4,5050
54897216,3100,1076039,5,10038
23287231,105741,608430,4,4356
80397339,5472,555651,4,14484
68155546,1320,1935083,3,12359
17787009,6542,1932113,3,3414
11526647,9014,1088562,3,2192
23662623,17649,1911401,4,4432
29960217,41342,917165,4,5496
47385499,16916,2593291,5,8535
31084915,11294,1963686,3,5665
38013578,20602,924464,4,6760
63419030,3974,504620,1,11526
37241645,6374,1091721,3,6631
90135708,17589,106592,4,16047
49217349,47242,1638414,5,8846
56971272,92373,488397,5,10378
53870790,12972,1006470,3,9798
47963040,37626,2252828,4,8644
84911217,153362,2378217,3,15107
42602925,13765,2312913,5,7544
51585547,108163,2461686,3,9340
5040072,314,284165,4,1020
22379690,11036,1717138,2,4256
62700918,160,1776654,4,11389
66135278,25760,642089,2,12090
60562110,57988,166175,4,11089
100427388,24325,512398,5,17764
18374729,9034,777994,4,3513
6024012,43556,1511920,3,1180
50863336,11849,1348913,4,9189
90916941,27788,2160024,4,16181
42118826,13,970031,2,7441
89509339,4303,1832829,4,15902
54620372,36549,2114400,5,9960
50980947,40754,2120529,4,9205
97933233,4471,947651,4,17324
98979055,1333,636256,2,17469
20856880,86364,1423262,3,3925
90178489,14652,1242416,2,16063
44363554,3556,2329261,3,7852
69630726,59795,1813241,4,12605
58729996,4561,1466617,4,10785
80164267,49,848443,4,14459
22891282,19070,1238395,3,4315
48106904,397,505429,4,8652
41718934,3378,2597077,1,7371
16183477,13022,666244,4,3148
51221985,24698,1937728,1,9254
11430751,37701,2366187,4,2178
17549500,37509,1404964,4,3368
27250941,77331,2238339,4,5054
30347138,15131,213677,5,5545
33227938,24582,990036,4,6030
69885027,87814,2123307,5,12672
81330270,9270,1244204,4,14602
29413061,6194,1822496,5,5391
24175242,2146,1165154,3,4535
58595564,140,507603,1,10763
6056485,76029,24754,3,1180
65064255,2561,658170,2,11888
72855033,369,1282997,2,13195
40404869,404,304116,4,7173
6582396,3041,2605284,3,1297
17047459,5047,54456,5,3290
75817583,14840,380135,4,13728
7556283,6119,811104,3,1518
68814691,6855,30494,1,12490
64284509,641,1632290,4,11722
85271318,10024,1897896,5,15129
77255373,34876,1400863,4,14050
87104574,20655,895956,3,15471
88851535,76669,1871,4,15788
9279953,32720,293198,4,1832
13174259,2930,1033264,1,2495
70468175,13215,748934,4,12785
54223458,23129,44961,4,9882
59691304,235,2579706,3,10975
48029950,104536,1555531,4,8644
98231149,61239,2486663,4,17339
92909507,50902,2201873,5,16452
28302817,47044,2095189,3,5226
16216936,679,2056709,4,3151
71730976,5486,152593,4,12974
80022476,22963,234929,3,14454
5463574,4930,564625,3,1104
30219452,17602,1939137,4,5522
98681200,1112,1687310,3,17411
52012255,17,2537219,3,9440
64325479,4396,1847407,2,11739
70349613,6980,992432,4,12763
48397673,6252,367549,5,8743
62791738,12376,354673,2,11400
7629716,29484,359110,1,1542
22781774,67679,1041980,5,4306
76678464,1290,1713371,4,13914
79544963,135272,524240,3,14367
37402254,6174,632347,4,6667
45913449,3307,2277907,2,8216
42790757,29824,38129,5,7590
70476929,21969,526961,3,12785
93189371,305,2209044,5,16522
35114785,1534,1646405,5,6287
97923875,28265,2422919,4,17321
43837136,34789,1642574,5,7745
47170884,12572,1501653,4,8483
45033502,1019,2335535,5,8011
54864655,35379,2150722,3,10027
38548989,8703,437742,5,6849
75385549,27163,1554419,4,13636
49475273,52428,1916315,4,8904
82565690,14902,1634911,2,14725
19596590,258,163515,1,3735
78309926,109,832581,4,14221
10683294,6126,1467799,5,2102
36305335,2801,176576,2,6450
63644303,86347,453085,4,11607
58224380,11782,151948,5,10666
12592954,18385,2186857,4,2400
90337943,66692,275144,4,16082
73321572,2031,1922440,5,13301
55859790,17,497196,1,10203
48186333,8995,1618396,5,8679
14467651,107296,566348,4,2782
49323149,10298,1734505,4,8872
87091573,7654,159392,3,15471
7029367,58465,1385397,5,1406
58264054,243,2381197,3,10683
97559275,3655,801001,2,17281
5458140,3118,1280677,4,1103
9852127,164948,363169,5,1905
29044270,68123,983587,3,5318
34929692,1735,2301992,3,6266
42900261,19758,983301,4,7613
50477084,47201,1176845,4,9111
32242396,74425,1625233,5,5862
97898043,2433,1487026,5,17321
41287630,79905,956464,3,7281
44928185,2147,1262971,5,7985
82612325,61537,2062246,4,14725
24186977,6193,1693981,4,4545
63177603,62165,2074458,5,11490
68069635,83968,2315615,3,12343
8918321,485,1394681,1,1781
53780310,56544,838269,3,9768
58708785,319,1932377,3,10775
94406019,8,2602249,2,16762
44410599,6019,1927730,4,7875
97952686,23924,1893897,2,17324
80957049,105893,893731,4,14550
98363058,79770,1109495,2,17355
21747140,1269,2110107,4,4106
50052451,5825,811388,3,9037
80938316,87160,1645937,3,14550
29794971,13231,297950,3,5472
91000155,32944,1439801,5,16201
13262347,3204,2407157,3,2518
71900120,30273,830607,4,13015
69886943,89730,101282,3,12672
13542273,58817,2601112,3,2580
2495905,948,1345520,5,463
3830849,2517,2641733,3,734
65132155,48,2119007,3,11902
83395531,5278,319001,2,14904
73602998,91440,626423,4,13359
56202330,19158,1371339,5,10255
78753198,31263,810486,4,14296
74199365,326,1450728,5,13450
217481,4195,1930178,5,33
8789784,2223,1985755,4,1754
35404012,39010,1240659,2,6329
87446191,7769,1106767,4,15532
63592226,34270,1841072,4,11607
47681023,4155,2226332,4,8598
68654706,1283,416556,1,12471
75810616,7873,1370372,4,13728
26320712,4583,1933143,4,4890
92057343,2520,2636216,3,16350
7543209,39361,992363,3,1509
70974837,74676,497136,4,12870
54071918,49799,196710,3,9828
59014155,53050,634569,3,10832
11340338,7573,2620210,5,2172
82242872,136692,394242,5,14691
89951224,20124,1649068,5,15997
79462586,52895,2009438,3,14367
94970637,19072,1061026,5,16879
40376351,18912,1142611,5,7163
15695956,14301,1435298,3,3058
70967181,67020,1841288,5,12870
23222264,40774,136807,3,4356
44937994,5264,558658,2,7987
69426862,67347,221185,4,12582
84664496,34978,1724933,4,15084
21329558,16098,2038196,3,3966
29480155,46802,1273979,3,5401
17455479,16122,2232963,2,3350
39463439,37807,1326839,4,6974
61186827,3643,1091388,3,11171
65725370,60836,1186231,3,12047
27763220,1012,1036991,3,5118
20284128,125273,335840,5,3860
91245825,56408,1911008,5,16242
88253501,23012,549011,5,15702
29584930,14502,928512,4,5414
92166992,9226,1443575,4,16366
92685138,920,709983,3,16415
45787095,41600,1721354,3,8181
70015438,512,1518071,3,12682
16282868,66611,1788056,3,3151
47996922,71508,1939515,5,8644
66965154,34032,523274,4,12232
22559457,76075,453043,2,4266
36620454,9052,1099254,5,6497
5202308,1568,1469659,5,1058
11428507,35457,593188,4,2178
33013832,29218,2460643,4,5997
40174027,8118,2566103,2,7125
64241337,1901,1170871,4,11702
70668958,224,678276,1,12816
36955889,26979,1775884,2,6555
41783029,3303,27781,3,7395
37807471,48412,137905,4,6720
25480848,2025,816649,4,4739
87172315,88396,1177152,2,15471
60966799,116921,2483216,3,11149
39544936,6411,1822126,5,6978
42145488,756,799838,4,7464
86563590,28570,416173,4,15394
36769468,30473,1497396,5,6510
9936974,136,929407,3,1930
19137120,22557,2006914,3,3638
54216081,15752,624328,4,9882
27134956,325,63142,3,5042
42134986,213,49890,4,7455
81942591,29904,501648,5,14664
92996472,6090,218273,5,16465
83868141,53553,2045518,5,14961
56747950,4294,1861297,4,10367
50366592,268,1524383,3,9092
85882295,15533,2090459,2,15233
67806576,124817,988856,2,12317
25668774,2839,2424451,1,4753
33835220,44,151330,1,6105
52388055,7611,1533,4,9525
80575185,43987,2586387,3,14527
6269263,65696,1934845,4,1220
85867268,506,382651,2,15233
65142431,9711,212794,5,11903
56769603,14659,1409285,4,10371
99809136,11104,1287939,3,17621
32664372,109369,1101668,5,5926
12305502,105881,910504,4,2372
48558300,14056,701608,3,8764
2162248,38409,197991,5,406
16082372,91,1406872,5,3124
86795657,25243,595778,1,15425
20541911,6253,881355,3,3900
99153444,40210,244056,3,17482
21886916,102899,771576,4,4123
18381167,6209,2481827,3,3515
55994383,60466,399823,4,10225
19419232,44,2319238,4,3693
30157186,50372,965251,4,5515
74204349,4342,518309,2,13451
79943474,2266,2418086,3,14425
92501365,99695,1432334,3,16384
57825760,78383,1466716,5,10583
89171500,42289,1888070,4,15844
46510427,9417,1568672,5,8357
94084554,41636,2029598,4,16703
54559748,15319,1602857,3,9950
2632573,32733,1561388,4,482
32349837,17922,753596,1,5882
776971,60279,521846,3,191
1871846,5083,1470123,5,348
75868478,65735,1356879,5,13728
48295789,88451,235302,3,8687
75599121,7981,1827148,5,13663
18237004,11812,682407,4,3466
70611932,12254,2022261,3,12799
80334936,24636,1433718,2,14482
38581266,15864,2015481,3,6859
16560495,1697,1872664,4,3208
78407841,45025,897273,5,14240
82621758,70970,2581773,2,14725
70808396,3343,2413272,2,12839
72335122,27067,1947250,3,13081
27131250,3897,2413816,4,5041
93931610,73690,2162124,4,16668
80168684,4466,2101662,4,14459
68222554,5052,214501,3,12378
35414577,49575,634236,3,6329
79868460,77070,866941,4,14410
9144311,762,315484,3,1803
48391874,453,516337,4,8743
6930711,1501,1945572,5,1384
28646572,50648,2412020,1,5293
54671070,87247,204699,3,9960
11226676,14646,711637,4,2153
63844217,18083,2400560,3,11658
43411211,95021,1327789,1,7635
79462240,52549,1943862,4,14367
56437132,4011,338942,3,10344
44734983,1574,635360,4,7935
89529498,24462,1668649,5,15902
51498909,21525,492392,4,9340
89744411,16795,368756,2,15952
22591631,2183,1762173,5,4271
43563610,1502,674701,5,7683
9008341,48973,654144,3,1798
73637594,664,2115337,4,13377
79787774,2279,1013996,5,14408
75263292,2371,2303025,3,13622
24462549,13524,2586909,4,4586
89419273,63819,341108,4,15887
80240891,747,2629028,4,14475
15836903,2306,1721623,1,3085
68560101,84234,595252,3,12470
24823789,1891,578715,2,4653
37563303,67246,945460,4,6692
12647440,6577,1352418,4,2430
67418838,74882,430997,5,12293
28468138,1183,273041,5,5250
52688403,86452,1790786,3,9592
97642152,18045,228584,4,17295
65475997,700,1734932,5,12010
23411337,17870,110703,3,4384
19355746,6091,2499019,2,3684
88209075,1455,2380329,1,15698
56051136,20109,299380,4,10230
70537717,82757,1734945,1,12785
97096050,138987,2144343,1,17169
51997201,1327,86182,5,9438
87485653,12444,1276884,3,15540
38174983,77713,2562928,1,6797
17971059,105102,184107,5,3427
21408520,8563,1868129,4,3999
869680,52887,114029,4,197
9062572,103204,1999051,5,1798
1536229,38482,88834,3,312
42558424,2906,532439,4,7533
82417354,94582,1564062,3,14712
91902122,20464,1023285,5,16339
22328527,160,1660348,2,4230
32351125,197,1309808,5,5884
27526284,51793,129161,4,5085
3953527,60008,621003,3,758
95400554,23128,754814,3,16922
46424514,30243,1451118,4,8334
27730689,46344,1822445,3,5112
13913605,2565,1910947,3,2662
52667231,65280,1728187,4,9592
46113927,35758,1340474,4,8295
68412490,66018,992672,4,12435
53585977,28347,2004041,4,9756
5750187,25305,2598971,4,1145
84732401,22501,2114250,3,15105
30025515,106640,1814991,3,5496
42188464,6087,2021115,4,7485
24946646,121939,840908,3,4656
29829826,48086,527765,4,5472
3687119,18585,1568498,2,708
59884588,35624,1131740,5,11022
84862395,104540,2283728,4,15107
3471148,7367,2477611,2,660
75501730,58136,1731888,5,13651
43498448,7163,1217124,5,7647
84302018,27313,1908291,4,15057
75772460,56044,2438117,2,13705
82328501,5729,2171927,2,14712
96228903,142,1512054,3,17079
57298303,33070,462806,5,10436
69771303,6093,2412161,2,12668
83587688,51494,2456975,3,14928
96833322,24445,2053591,5,17157
36193163,7406,2643296,1,6437
94028546,25564,560858,4,16698
59304757,38981,377968,4,10906
7843455,27725,1085452,4,1571
13742774,10180,163342,2,2617
37772658,13599,1668014,3,6720
46952781,23844,520241,4,8413
77896388,1863,1162805,4,14173
99551175,35302,2062405,5,17560
57808553,61176,1219163,5,10583
36754424,15429,873990,4,6510
18632828,4780,1201867,1,3573
91933479,51821,953382,4,16339
62447478,10290,2498223,3,11325
39334155,83387,2396083,5,6972
69010167,25881,1327885,3,12500
12238519,38898,1124725,4,2372
44548070,16407,174899,3,7895
31066673,5,573364,4,5662
72522590,9882,1429225,4,13087
23223292,41802,2489351,4,4356
74526900,2386,282785,4,13493
28032534,11245,1801933,3,5181
47678437,1569,1656284,3,8598
14269543,2314,428014,3,2757
43158731,104573,1812536,4,7624
51734630,18850,1600359,5,9378
59654209,3627,339113,5,10951
69803960,6747,2646712,3,12672
62574126,111037,561284,4,11337
32756954,66805,639257,2,5939
85328518,12027,349248,5,15151
43865716,63369,934342,5,7745
78963520,29318,639318,5,14313
8361443,1253,883375,5,1660
48639921,717,2399709,4,8770
46609684,1620,1779871,5,8379
5757832,32950,142320,1,1145
22653033,1469,1658382,2,4298
40940996,92615,2351490,5,7234
77136200,10746,72856,5,14042
64839540,50832,1511008,4,11837
59421482,2297,358250,4,10926
69450828,91313,1975605,4,12582
95233488,1811,579596,4,16890
9797002,109823,1124368,5,1905
5575298,2353,2538506,1,1116
78768913,868,1154902,5,14301
77081759,1732,1598142,5,14031
80111233,111720,637379,3,14454
91706545,60530,582395,3,16286
95617014,39287,286632,5,16954
96277934,7363,223635,4,17088
49852770,11429,306622,2,8981
98095437,56593,1590377,5,17328
72999114,1948,1799789,3,13217
28067814,46525,402615,5,5181
67535008,75833,1640213,3,12299
14206307,41289,2270963,4,2743
84251456,56854,2376328,2,15048
75387235,28849,127053,5,13636
15696572,14917,1045879,4,3058
24306017,2695,758717,3,4568
75281719,20798,1019960,5,13622
91418045,34442,858072,3,16262
71577564,2461,864022,4,12945
62352724,17938,2527167,5,11315
90367947,96696,2103987,5,16082
85397055,3758,2274653,3,15156
78368723,5907,1277858,4,14240
80312784,2484,2577867,2,14482
71663577,57053,2327845,1,12966
41552917,3696,2414063,1,7347
63187449,72011,957012,3,11490
67816547,134788,1576983,4,12317
89694944,195,727242,1,15932
90517619,12020,2361925,5,16128
62905860,13725,534499,4,11443
86087734,17404,2428070,5,15307
72427585,119530,1990259,5,13081
68200150,30389,121369,4,12365
95212910,116916,1534585,3,16882
38028114,35138,19544,4,6760
91563793,48718,1340297,5,16272
6624128,28926,106288,4,1305
63984259,30084,1993896,5,11673
24425622,91391,2088614,5,4577
45670177,11749,1743495,3,8163
294871,4612,498088,2,77
12600723,1684,156331,4,2408
75975499,739,218097,4,13748
78138623,31766,970811,1,14209
55410988,6432,548483,4,10126
55322662,8771,1310782,3,10123
36410530,42356,2553681,4,6464
87543217,785,1398222,5,15552
90180161,16324,997541,4,16063
83189202,8159,1706910,4,14862
5097149,72,993792,3,1028
39471462,45830,2277055,3,6974
21356532,444,255004,3,3968
73894878,9557,1557873,5,13402
87973565,55,2319622,4,15644
59892229,43265,1393722,3,11022
75755001,38585,2107425,5,13705
79206156,265,1781980,3,14335
62329348,101656,1382900,4,11314
30664810,17333,2566840,4,5589
77721659,3133,2446163,4,14147
56114779,4074,1755138,3,10240
33561244,83839,1716045,3,6042
95316166,387,363163,5,16908
80577007,45809,2364394,2,14527
66196310,35240,1023470,1,12092
41980889,14030,851102,4,7416
7503470,1763,1830165,1,1507
44726413,42720,2145961,5,7928
9868668,181489,982264,5,1905
52124405,7297,501060,5,9471
77660017,14622,1604525,4,14131
21650276,8,1013644,4,4075
76572559,15978,134744,5,13865
27647909,8802,2221325,4,5103
93060486,27831,1593227,4,16469
71238813,30932,1114743,1,12911
63062842,3655,2213584,3,11464
3722963,54429,468949,4,708
51605446,128062,861791,4,9340
17141516,3397,1236351,5,3310
84603605,4262,1176462,3,15078
89360107,4653,1393921,2,15887
82616618,65830,1556778,5,14725
39780682,37117,1792694,3,7032
5768084,43202,1352688,4,1145
47459551,278,317108,4,8569
13389589,6297,637631,1,2558
54475605,26330,2511304,3,9939
79075769,141567,1228699,5,14313
13597303,18014,412604,3,2594
32871259,371,1790423,4,5967
2727246,70902,763937,2,483
37904462,15296,442603,4,6736
30830707,66396,326606,5,5614
1140455,19432,1011318,3,257
32246793,78822,10637,4,5862
61573894,39034,1053732,3,11209
56891485,12586,60157,4,10378
61236828,24798,1257637,3,11173
38212315,3380,1694879,3,6807
89002345,3552,155728,5,15816
56682305,86957,1107899,1,10359
3846832,8200,1076228,3,746
86243150,30931,1226957,3,15345
89528301,23265,2324270,5,15902
52076247,154,1743858,2,9455
26595213,50502,626050,4,4951
63962426,8251,177265,5,11673
90049323,17295,62238,3,16016
82380917,58145,899410,4,14712
27814613,17350,1681964,4,5137
88136767,26579,1478117,4,15671
92319933,146693,1089412,5,16377
49983241,117,1754267,5,9009
8951492,1834,1627310,2,1794
20637240,611,1927424,3,3912
22951204,14826,619744,4,4330
66502485,6556,2458372,5,12158
81400152,49708,2215183,3,14606
76666101,807,10121,4,13896
86959165,5250,1512646,4,15444
7068068,174,1479892,2,1420
73222486,28651,1649513,5,13273
2045299,11899,246168,3,367
59624737,108679,1909330,4,10947
96908348,99471,614934,5,17157
52468927,439,1861484,5,9543
1064866,54,504243,3,243
52757235,121,2474839,1,9600
37343386,22429,909891,2,6642
26268854,41974,251861,3,4883
34880778,2981,2188937,3,6254
8875420,498,1079227,3,1768
93769749,53182,1967866,5,16640
49165384,56053,2137458,5,8840
90417266,92,2647871,4,16106
17630712,35479,366678,5,3371
63276240,32129,856578,5,11521
81102490,77863,337556,3,14574
23246659,65169,261245,4,4356
1291078,369,414994,4,288
67122822,36749,1044575,4,12238
59992761,603,507921,4,11038
79187797,783,656182,5,14327
35956850,132286,1763440,2,6386
88595267,20847,239998,5,15758
36908436,31743,1273416,4,6552
